1,52
2,90
3,90
4,90
5,90
6,90
7,90
8,105
10,60
11,105
26,22
27,22
28,22
29,22
30,22
31,22
32,22
34,22
37,22
38,22
39,22
40,22
41,22
42,24
43,24
44,24
45,24
46,24
47,24
48,24
49,30
50,30
51,30
52,30
54,30
55,30
56,30
57,30
58,30
59,30
60,30
61,30
62,30
63,30
64,30
65,30
66,30
67,30
68,30
69,22
70,29
71,29
72,29
73,29
74,24
75,24
76,24
77,17
78,17
79,17
80,17
81,17
82,59
83,59
84,17
85,25
86,25
87,25
88,25
89,25
90,25
91,25
92,25
93,25
95,25
97,25
99,25
100,50
101,50
102,50
103,50
104,116
105,116
106,69
107,34
108,44
109,74
110,34
112,62
113,62
114,49
115,74
130,29
131,49
132,62
133,120
134,90
135,116
136,60
137,65
138,90
139,210
140,142
141,60
142,79
143,100
232,69
239,240
240,157
241,50
242,50
243,50
244,50
245,50
246,50
247,140
248,140
249,140
250,140
251,140
252,190
253,190
254,190
255,190
256,190
257,190
258,190
259,190
260,75
261,75
262,75
263,75
264,75
265,105
266,105
267,105
268,105
269,105
270,122
271,122
272,165
273,165
274,210
275,210
289,50
290,16
291,61
292,26
294,16
295,16
296,12
299,35
300,47
301,37
302,37
303,37
304,70
319,2000
320,25
373,5
374,5
397,22
398,22
399,22
400,22
406,22
407,22
408,22
409,22
410,97
411,97
412,105
413,105
414,22
415,150
416,150
417,75
418,75
419,37
420,37
421,27
422,27
423,105
427,81
428,79
429,77
430,76
433,45
434,45
435,45
436,45
437,75
438,75
439,75
440,75
441,75
442,75
443,60
444,60
445,60
446,60
447,60
448,16
449,16
450,15
451,16
452,16
453,19
454,19
455,18
456,19
457,19
458,40
459,25
460,25
461,25
462,15
463,15
464,25
465,200
466,200
467,200
468,200
469,51
470,51
472,25
473,25
474,25
475,105
476,105
477,100
478,25
480,25
481,5
483,93
484,120
485,120
486,120
487,120
492,125
493,125
494,255
496,255
498,185
499,240
505,25
506,25
507,25
508,24
509,80
510,24
511,24
512,12
513,8
514,10
515,10
516,42
517,42
518,13
519,13
520,20
521,20
522,20
523,23
524,20
525,18
526,17
527,20
528,10
529,40
530,39
531,17
532,40
537,65
561,52
562,52
563,52
564,52
565,52
566,52
567,52
568,52
569,52
570,52
571,52
572,52
573,52
574,52
575,52
576,52
577,52
578,52
579,52
580,52
581,52
582,52
583,52
584,52
585,52
586,52
587,52
588,52
589,52
590,52
591,52
592,52
593,52
594,52
595,52
596,52
597,52
598,52
599,52
600,134
613,52
614,52
615,52
616,52
617,52
618,52
619,50
620,50
621,50
622,50
623,50
624,50
625,90
626,40
639,110
642,140
643,140
645,70
646,70
647,70
648,80
649,80
650,100
651,90
652,100
653,100
654,90
655,12
656,12
657,12
658,12
659,12
660,12
661,12
662,12
663,12
664,12
665,12
666,12
667,12
668,12
680,70
681,70
682,90
683,200
685,80
690,65
695,50
699,80
700,80
701,100
702,90
703,100
704,100
705,90
710,70
711,70
712,70
713,70
714,70
715,70
717,1
720,90
721,90
722,90
723,90
724,10
725,90
726,90
727,90
728,90
729,25
734,30
735,30
736,30
737,30
738,50
762,50
763,250
773,1
774,1
785,45
786,45
787,105
788,105
789,105
790,105
791,105
792,105
793,105
794,50
795,90
796,90
797,130
798,130
799,50
800,90
801,90
817,80
820,5
823,44
852,60
853,60
854,60
855,60
866,71
867,71
868,71
869,71
870,71
871,71
872,71
873,71
874,71
875,71
876,71
877,71
878,71
879,71
880,50
882,100
891,120
911,95
924,18
925,140
926,135
927,120
928,120
931,95
932,95
933,95
934,95
935,95
936,90
937,90
938,90
939,90
940,90
941,90
942,90
946,45
949,90
950,90
951,90
952,90
953,90
955,40
956,40
957,90
958,90
959,170
960,170
961,40
962,170
963,255
965,255
970,70
971,70
972,70
973,120
974,120
975,120
976,120
977,120
978,120
979,120
980,120
981,120
982,120
983,120
984,120
985,120
986,120
987,120
988,120
990,60
991,60
992,60
993,60
994,60
995,30
1024,75
1025,40
1026,27
1027,27
1037,25
1038,6
1039,33
1041,3
1042,45
1043,45
1044,45
1045,45
1046,45
1047,55
1048,55
1049,55
1050,55
1051,55
1060,200
1061,200
1062,200
1065,200
1066,25
1067,28
1068,28
1069,28
1070,28
1071,28
1072,25
1073,25
1074,25
1075,37
1076,37
1077,37
1097,85
1098,50
1101,100
1118,13
1119,10
1126,255
1127,255
1128,255
1129,255
1130,13
1131,10
1134,198
1135,255
1138,13
1139,13
1140,13
1141,10
1142,23
1153,60
1163,85
1173,3
1174,3
1175,7
1206,25
1208,25
1211,25
1213,170
1224,116
1225,60
1226,40
1227,200
1228,100
1229,70
1230,200
1231,100
1232,70
1233,200
1234,100
1235,70
1241,1
1244,1
1247,1
1250,1
1253,1
1256,1
1261,8
1262,8
1263,8
1264,8
1265,8
1267,10
1268,10
1273,40
1274,100
1275,100
1276,38
1277,38
1279,56
1280,56
1281,76
1282,76
1283,90
1284,90
1285,110
1286,110
1293,30
1294,28
1297,26
1298,24
1327,110
1338,6
1339,10
1354,40
1355,25
1356,25
1362,60
1364,60
1365,30
1366,35
1367,35
1369,30
1370,30
1377,50
1378,50
1379,30
1380,30
1381,30
1382,30
1383,25
1401,16
1402,16
1403,16
1404,16
1405,12
1406,18
1407,13
1408,10
1409,30
1410,30
1411,30
1412,30
1429,20
1432,157
1443,170
1447,20
1448,17
1461,8
1475,10
1494,50
1537,114
1538,124
1539,124
1540,114
1541,114
1543,105
1545,42
1546,22
1547,22
1548,22
1549,22
1550,22
1556,25
1557,25
1558,25
1559,25
1603,3
1604,3
1605,3
1606,65
1607,78
1608,78
1609,107
1610,120
1611,120
1612,120
1635,10
1636,10
1637,10
1638,10
1639,10
1640,10
1641,10
1642,10
1643,10
1644,10
1645,10
1646,10
1647,10
1648,10
1649,10
1650,10
1651,10
1652,10
1653,10
1654,10
1667,28
1668,20
1669,5
1670,27
1672,100
1673,100
1674,100
1675,100
1676,100
1677,100
1678,45
1679,35
1680,70
1681,70
1682,70
1683,60
1684,80
1685,51
1686,51
1687,51
1688,51
1689,13
1690,23
1691,33
1692,43
1693,53
1694,23
1695,23
1696,38
1697,38
1698,53
1699,53
1700,68
1701,68
1702,83
1703,83
1704,23
1705,38
1706,53
1707,68
1708,83
1709,33
1710,53
1711,73
1712,101
1713,93
1714,18
1715,18
1716,30
1717,30
1718,45
1719,45
1720,57
1721,57
1722,70
1723,71
1724,27
1725,27
1726,45
1727,45
1728,62
1729,62
1730,78
1731,78
1732,97
1733,97
1734,53
1735,83
1736,113
1737,143
1738,173
1739,250
1740,250
1741,250
1742,250
1743,250
1744,250
1745,250
1746,250
1747,200
1748,200
1749,200
1750,200
1751,200
1752,200
1753,200
1754,200
1777,80
1778,120
1782,25
1792,21
1793,21
1794,28
1795,21
1796,21
1797,28
1798,52
1799,52
1800,52
1829,55
1834,112
1838,3
1839,3
1845,19
1852,1
1853,1
1861,25
1862,40
1863,60
1864,85
1865,120
1866,170
1870,120
1871,80
1872,80
1874,60
1875,80
1876,80
1877,80
2001,3
2005,79
2006,79
2007,79
2008,79
2018,79
2025,87
2026,87
2027,87
2028,87
2029,87
2030,87
2031,87
2032,87
2042,500
2043,500
2044,500
2045,1
2046,1
2048,157
2049,157
2050,157
2051,157
2052,157
2054,250
2056,25
2057,25
2058,15
2059,15
2062,40
2063,4
2064,34
2065,34
2066,34
2067,36
2068,55
2075,111
2076,111
2077,111
2078,111
2079,111
2080,111
2081,111
2082,111
2083,111
2084,111
2085,70
2086,70
2087,70
2088,70
2089,70
2090,60
2091,60
2092,60
2093,60
2094,60
2095,60
2096,60
2097,55
2098,35
2099,35
2100,35
2101,35
2102,35
2103,35
2115,25
2120,22
2137,150
2138,150
2139,150
2140,150
2141,150
2142,150
2145,140
2154,100
2155,100
2156,100
2157,100
2158,100
2159,100
2160,100
2161,80
2162,80
2163,80
2164,80
2165,80
2166,80
2167,120
2168,120
2169,120
2170,120
2171,120
2172,120
2173,140
2174,140
2175,140
2176,140
2177,140
2178,140
2179,140
2187,140
2189,10
2190,10
2191,20
2192,20
2193,40
2194,40
2205,255
2206,160
2207,146
2208,162
2209,89
2210,110
2211,106
2212,85
2213,135
2214,108
2215,255
2216,128
2217,127
2218,146
2232,50
2233,70
2234,70
2235,110
2236,110
2237,110
2238,110
2239,110
2240,110
2241,52
2242,131
2243,131
2244,106
2245,18
2246,15
2247,3
2248,16
2249,13
2259,85
2261,180
2264,100
2265,255
2266,255
2267,255
2316,26
2317,26
2450,10
2451,20
2452,40
2453,60
2454,80
2455,99
2456,120
2463,75
2464,100
2465,75
2466,100
2467,75
2468,100
2474,40
2475,70
2476,50
2477,50
2478,22
2479,55
2480,37
2481,10
2482,13
2483,22
2484,5
2485,16
2486,7
2487,22
2488,26
2489,22
2490,15
2491,10
2492,2
2498,25
2499,25
2500,25
2501,30
2502,30
2503,30
2504,40
2505,40
2506,40
2507,50
2508,50
2509,50
2510,25
2511,25
2512,25
2513,2
2514,60
2515,65
2516,70
2517,60
2518,65
2519,70
2520,70
2521,70
2522,70
2523,70
2524,77
2525,77
2526,77
2527,80
2528,80
2529,80
2530,80
2531,75
2532,75
2533,75
2534,75
2536,15
2537,20
2538,30
2579,15
2584,10
2585,50
2586,95
2592,48
2593,100
2594,100
2595,100
2596,100
2597,100
2598,100
2599,100
2600,100
2601,100
2602,100
2603,100
2604,100
2605,100
2606,100
2607,100
2608,100
2609,100
2610,100
2611,100
2612,100
2613,60
2614,60
2615,60
2616,60
2617,60
2618,60
2619,60
2620,60
2621,60
2622,60
2623,60
2624,60
2625,60
2626,60
2627,60
2628,60
2629,60
2630,60
2631,60
2632,60
2634,8
2642,240
2645,13
2646,10
2647,12
2648,22
2649,13
2650,10
2651,20
2652,15
2790,8
2791,8
2792,6
2793,8
2794,6
2795,8
2801,6
2804,3
2805,3
2806,3
2827,8
2834,32
2836,70
2837,19
2838,27
2839,25
2840,54
2841,59
2842,59
2843,66
2844,44
2845,6
2847,55
2848,6
2849,29
2851,59
2853,67
2854,2
2855,2
2856,5
2857,5
2858,5
2859,5
2860,5
2861,5
2862,10
2863,10
2864,10
2865,12
2866,12
2867,12
2910,1
2911,1
2912,1
2916,128
2917,128
2918,175
2919,254
2920,124
2921,124
2946,55
2947,65
2948,75
2950,200
2951,200
2952,200
2953,200
2954,76
2955,120
2978,120
2992,8
2993,3
2994,32
2999,51
3014,7
3015,7
3016,55
3017,5
3018,32
3019,2
3020,50
3021,35
3022,65
3023,64
3024,17
3025,23
3026,32
3027,30
3028,5
3029,5
3030,5
3031,5
3032,5
3033,5
3034,5
3035,5
3036,5
3037,5
3038,5
3039,5
3040,5
3041,5
3042,5
3043,5
3044,5
3045,12
3046,16
3049,29
3050,49
3051,5
3052,5
3053,5
3054,5
3055,24
3056,18
3057,24
3058,24
3059,18
3060,18
3061,18
3062,24
3064,18
3065,18
3066,18
3067,18
3068,24
3069,24
3070,18
3071,18
3072,20
3073,12
3074,12
3075,12
3076,12
3106,7
3107,7
3108,7
3109,7
3110,7
3111,7
3112,7
3113,7
3114,12
3116,10
3117,10
3118,20
3119,20
3120,10
3121,40
3122,40
3123,80
3124,80
3125,160
3126,160
3127,250
3128,60
3129,255
3130,142
3131,150
3132,161
3133,116
3134,10
3135,92
3136,92
3137,60
3138,134
3139,48
3140,20
3141,128
3159,100
3160,120
3161,75
3162,255
3163,121
3164,132
3165,133
3166,98
3167,89
3168,86
3169,70
3170,83
3171,86
3172,86
3173,95
3174,98
3175,124
3176,139
3177,63
3178,67
3179,77
3180,69
3181,75
3182,79
3183,115
3184,35
3185,95
3233,45
3234,50
3237,40
3243,12
3244,12
3252,17
3253,17
3254,22
3257,14
3258,30
3260,20
3261,7
3262,14
3263,7
3264,7
3265,7
3268,7
3269,22
3270,22
3271,22
3273,22
3274,22
3275,7
3276,7
3279,7
3280,7
3281,7
3282,7
3283,22
3284,7
3285,7
3286,29
3287,29
3288,29
3289,29
3292,19
3293,57
3294,57
3295,82
3296,17
3297,52
3298,7
3299,7
3300,52
3301,50
3313,3
3314,3
3315,3
3316,3
3328,108
3329,70
3330,100
3353,32
3354,58
3355,40
3356,120
3357,148
3358,58
3359,60
3360,123
3361,800
3400,150
3420,5
3421,5
3422,5
3423,35
3424,35
3425,35
3426,85
3428,105
3429,105
3433,110
3434,110
3436,110
3443,17
3445,50
3446,40
3448,59
3449,62
3456,130
3458,130
3459,200
3460,200
3473,180
3474,230
3475,90
3476,144
3477,59
3481,35
3482,35
3484,20
3485,10
3486,25
3508,120
3509,120
3517,48
3518,80
3527,38
3544,6
3549,60
3550,60
3551,75
3565,29
3600,90
3601,24
3602,35
3603,35
3604,60
3605,18
3607,12
3608,12
3609,12
3612,40
3615,39
3616,100
3625,30
3651,7
3652,7
3661,3
3662,3
3663,5
3664,5
3665,5
3674,1
3675,1
3676,1
3677,1
3678,1
3681,1
3682,1
3683,1
3684,1
3685,1
3686,1
3687,1
3692,60
3693,60
3694,85
3695,85
3696,60
3697,60
3698,85
3699,85
3707,80
3708,80
3709,90
3710,90
3711,105
3712,110
3713,90
3714,90
3715,105
3716,110
3717,90
3718,90
