1,Earth,60
2,Air,50
3,Air,50
4,Air,50
5,Air,50
6,Air,50
7,Air,50
26,Fire,50
27,Fire,50
28,Fire,50
29,Fire,50
30,Fire,50
31,Fire,50
32,Fire,50
34,Fire,50
37,Fire,50
38,Fire,50
39,Fire,50
40,Fire,50
41,Fire,50
42,Fire,50
43,Fire,50
44,Fire,50
45,Fire,50
46,Fire,50
47,Fire,50
48,Fire,50
49,Fire,50
50,Fire,50
51,Fire,50
52,Fire,50
54,Fire,50
55,Fire,50
56,Fire,50
57,Fire,50
58,Fire,50
59,Fire,50
60,Fire,50
61,Fire,50
62,Fire,50
63,Fire,50
64,Fire,50
65,Fire,50
66,Fire,50
67,Fire,50
68,Fire,50
69,Fire,50
70,Earth,35
71,Earth,35
72,Earth,35
73,Earth,35
74,Earth,35
75,Earth,35
76,Earth,35
77,Earth,35
78,Earth,35
79,Earth,35
80,Earth,35
81,Earth,35
82,Earth,35
83,Earth,35
84,Earth,35
85,Air,50
86,Air,50
87,Air,50
88,Air,50
89,Air,50
90,Air,50
91,Air,50
92,Air,50
93,Air,50
95,Air,50
97,Air,50
99,Air,50
100,Earth,20
101,Earth,20
102,Earth,20
103,Earth,20
104,Water,50
105,Water,50
106,Fire,25
107,Fire,25
108,Fire,25
109,Fire,20
110,Fire,25
115,Fire,20
130,Air,35
135,Water,50
136,Earth,20
137,Water,50
139,Earth,50
140,Earth,35
232,Fire,15
239,Water,50
240,Water,40
241,Water,50
242,Water,50
243,Water,50
244,Water,50
245,Water,50
246,Water,50
247,Water,50
248,Water,50
249,Water,50
250,Water,50
251,Water,50
252,Water,50
253,Water,50
254,Water,50
255,Water,50
256,Water,50
257,Water,50
258,Water,50
259,Water,50
260,Water,50
261,Water,50
262,Water,50
263,Water,50
264,Water,50
265,Water,50
266,Water,50
267,Water,50
268,Water,50
269,Water,50
270,Earth,50
271,Earth,50
272,Earth,50
273,Earth,50
274,Earth,50
275,Earth,50
319,Earth,10
412,Earth,40
413,Earth,40
414,Air,30
417,Earth,40
418,Earth,40
421,Earth,25
422,Earth,25
423,Air,35
433,Water,100
434,Water,100
435,Water,100
436,Water,100
437,Earth,35
438,Earth,35
439,Earth,35
440,Earth,35
441,Earth,35
442,Earth,35
464,Fire,50
465,Fire,25
466,Fire,25
467,Fire,25
468,Fire,25
469,Air,60
470,Air,60
472,Air,50
473,Air,50
474,Air,50
477,Earth,25
478,Earth,25
480,Earth,50
481,Fire,50
483,Fire,50
492,Earth,50
494,Earth,50
498,Air,30
499,Air,20
505,Air,50
506,Air,50
507,Air,50
509,Air,20
537,Fire,40
563,Fire,50
564,Fire,50
565,Fire,50
566,Fire,50
567,Fire,50
568,Fire,50
569,Fire,50
570,Fire,50
571,Fire,50
572,Fire,50
573,Fire,50
574,Fire,50
575,Fire,50
576,Fire,50
577,Fire,50
578,Fire,50
579,Fire,50
580,Fire,50
581,Fire,50
582,Fire,50
583,Fire,50
584,Fire,50
585,Fire,50
586,Fire,50
587,Fire,50
588,Fire,50
589,Fire,50
590,Fire,50
591,Fire,50
592,Fire,50
593,Fire,50
594,Fire,50
595,Fire,50
596,Fire,50
597,Fire,50
598,Fire,50
599,Fire,50
613,Fire,50
614,Fire,50
615,Fire,50
616,Fire,50
617,Fire,50
618,Fire,50
619,Fire,50
620,Fire,50
621,Fire,50
622,Fire,50
623,Fire,50
624,Fire,50
625,Air,30
626,Fire,25
642,Earth,50
643,Earth,50
645,Fire,20
646,Fire,20
647,Fire,20
648,Fire,100
649,Fire,100
650,Fire,100
651,Fire,100
652,Fire,100
653,Fire,100
654,Fire,100
680,Earth,40
681,Earth,40
699,Fire,100
700,Fire,100
701,Fire,100
702,Fire,100
703,Fire,100
704,Fire,100
705,Fire,100
710,Fire,20
711,Fire,20
712,Fire,20
713,Fire,20
714,Fire,20
715,Fire,20
717,Fire,50
720,Fire,50
721,Fire,50
722,Fire,50
723,Fire,50
724,Fire,50
725,Fire,50
726,Fire,50
727,Fire,50
728,Fire,50
729,Fire,50
762,Air,30
763,Air,35
787,Earth,20
788,Earth,20
789,Earth,20
790,Earth,20
791,Earth,20
792,Earth,20
793,Earth,20
794,Fire,50
795,Fire,40
796,Fire,40
797,Fire,50
798,Fire,50
799,Fire,50
800,Fire,40
801,Fire,40
817,Water,30
852,Fire,30
853,Fire,30
854,Fire,30
855,Fire,30
880,Fire,50
911,Water,25
924,Earth,35
925,Earth,20
926,Earth,20
927,Earth,20
928,Earth,20
931,Earth,20
932,Earth,20
933,Earth,20
934,Earth,20
935,Earth,20
936,Fire,50
937,Fire,50
938,Fire,50
939,Fire,50
940,Fire,50
941,Fire,50
942,Fire,50
946,Air,25
955,Fire,40
956,Fire,40
957,Fire,40
958,Fire,40
959,Fire,40
960,Fire,40
961,Fire,40
962,Fire,40
963,Fire,40
965,Fire,40
970,Earth,35
971,Earth,35
972,Earth,35
973,Earth,35
974,Earth,35
975,Earth,35
976,Earth,35
977,Earth,35
978,Earth,35
979,Earth,35
980,Earth,35
981,Earth,35
982,Earth,35
983,Earth,35
984,Earth,35
985,Earth,35
986,Earth,35
987,Earth,35
988,Earth,35
1024,Fire,40
1039,Air,40
1041,Fire,40
1042,Fire,25
1043,Fire,25
1044,Fire,25
1045,Fire,25
1046,Fire,25
1047,Fire,30
1048,Fire,30
1049,Fire,30
1050,Fire,30
1051,Fire,30
1072,Fire,40
1073,Fire,40
1074,Fire,40
1097,Earth,20
1098,Earth,20
1101,Earth,20
1127,Fire,50
1129,Fire,10
1153,Earth,20
1163,Fire,35
1226,Fire,25
1261,Fire,20
1262,Fire,20
1263,Fire,20
1264,Fire,20
1265,Fire,20
1267,Air,20
1268,Air,20
1276,Air,40
1277,Air,40
1279,Air,40
1280,Air,40
1281,Air,40
1282,Air,40
1283,Air,40
1284,Air,40
1285,Air,40
1286,Air,40
1338,Air,20
1339,Air,20
1362,Earth,40
1364,Earth,40
1365,Water,100
1366,Earth,50
1367,Earth,50
1369,Air,30
1370,Earth,50
1432,Water,40
1443,Fire,25
1537,Earth,35
1538,Earth,35
1539,Earth,35
1540,Earth,35
1541,Earth,35
1543,Earth,40
1672,Air,50
1673,Air,50
1674,Air,50
1675,Air,50
1676,Air,50
1677,Air,50
1683,Fire,50
1684,Fire,40
1685,Earth,35
1686,Earth,35
1687,Earth,35
1688,Earth,35
1782,Fire,50
